,,,-30.54719925,-512.000024319E-3,
,,,-30.54400063,-512.000024319E-3,
,,,-30.54080009,-512.000024319E-3,
,,,-30.53759956,-512.000024319E-3,
,,,-30.53439903,-512.000024319E-3,
,,,-30.53120041,-512.000024319E-3,
,,,-30.52799988,-512.000024319E-3,
,,,-30.52479935,-512.000024319E-3,
,,,-30.52160072,-512.000024319E-3,
,,,-30.51840019,-512.000024319E-3,
,,,-30.51519966,-512.000024319E-3,
,,,-30.51199913,-512.000024319E-3,
,,,-30.50880051,-512.000024319E-3,
,,,-30.50559998,-512.000024319E-3,
,,,-30.50239944,-512.000024319E-3,
,,,-30.49920082,-512.000024319E-3,
,,,-30.49600029,-512.000024319E-3,
,,,-30.49279976,-512.000024319E-3,
,,,-30.48959923,-512.000024319E-3,
,,,-30.48640060,-512.000024319E-3,
,,,-30.48320007,-512.000024319E-3,
,,,-30.47999954,-512.000024319E-3,
,,,-30.47679901,-512.000024319E-3,
,,,-30.47360039,-512.000024319E-3,
,,,-30.47039986,-512.000024319E-3,
,,,-30.46719933,-512.000024319E-3,
,,,-30.46400070,-512.000024319E-3,
,,,-30.46080017,-512.000024319E-3,
,,,-30.45759964,-512.000024319E-3,
,,,-30.45439911,-512.000024319E-3,
,,,-30.45120049,-512.000024319E-3,
,,,-30.44799995,-512.000024319E-3,
,,,-30.44479942,-512.000024319E-3,
,,,-30.44160080,-512.000024319E-3,
,,,-30.43840027,-512.000024319E-3,
,,,-30.43519974,-512.000024319E-3,
,,,-30.43199921,-512.000024319E-3,
,,,-30.42880058,-512.000024319E-3,
,,,-30.42560005,-512.000024319E-3,
,,,-30.42239952,-512.000024319E-3,
,,,-30.41919899,-512.000024319E-3,
,,,-30.41600037,-512.000024319E-3,
,,,-30.41279984,-512.000024319E-3,
,,,-30.40959930,-512.000024319E-3,
,,,-30.40640068,-512.000024319E-3,
,,,-30.40320015,-512.000024319E-3,
,,,-30.39999962,-512.000024319E-3,
,,,-30.39679909,-512.000024319E-3,
,,,-30.39360046,-512.000024319E-3,
,,,-30.39039993,-512.000024319E-3,
,,,-30.38719940,-512.000024319E-3,
,,,-30.38400078,-512.000024319E-3,
,,,-30.38080025,-512.000024319E-3,
,,,-30.37759972,-512.000024319E-3,
,,,-30.37439919,-512.000024319E-3,
,,,-30.37120056,-512.000024319E-3,
,,,-30.36800003,-512.000024319E-3,
,,,-30.36479950,-512.000024319E-3,
,,,-30.36159897,-512.000024319E-3,
,,,-30.35840034,-512.000024319E-3,
,,,-30.35519981,-512.000024319E-3,
,,,-30.35199928,-512.000024319E-3,
,,,-30.34880066,-512.000024319E-3,
,,,-30.34560013,-512.000024319E-3,
,,,-30.34239960,-512.000024319E-3,
,,,-30.33919907,-512.000024319E-3,
,,,-30.33600044,-512.000024319E-3,
,,,-30.33279991,-512.000024319E-3,
,,,-30.32959938,-512.000024319E-3,
,,,-30.32640076,-512.000024319E-3,
,,,-30.32320023,-512.000024319E-3,
,,,-30.31999969,-512.000024319E-3,
,,,-30.31679916,-512.000024319E-3,
,,,-30.31360054,-512.000024319E-3,
,,,-30.31040001,-512.000024319E-3,
,,,-30.30719948,-512.000024319E-3,
,,,-30.30400085,-512.000024319E-3,
,,,-30.30080032,-512.000024319E-3,
,,,-30.29759979,-512.000024319E-3,
,,,-30.29439926,-512.000024319E-3,
,,,-30.29120064,-512.000024319E-3,
,,,-30.28800011,-512.000024319E-3,
,,,-30.28479958,-512.000024319E-3,
,,,-30.28159904,-512.000024319E-3,
,,,-30.27840042,-512.000024319E-3,
,,,-30.27519989,-512.000024319E-3,
,,,-30.27199936,-512.000024319E-3,
,,,-30.26880074,-512.000024319E-3,
,,,-30.26560020,-512.000024319E-3,
,,,-30.26239967,-512.000024319E-3,
,,,-30.25919914,-512.000024319E-3,
,,,-30.25600052,-512.000024319E-3,
,,,-30.25279999,-512.000024319E-3,
,,,-30.24959946,-512.000024319E-3,
,,,-30.24640083,-512.000024319E-3,
,,,-30.24320030,-512.000024319E-3,
,,,-30.23999977,-512.000024319E-3,
,,,-30.23679924,-512.000024319E-3,
,,,-30.23360062,-512.000024319E-3,
,,,-30.23040009,-512.000024319E-3,
,,,-30.22719955,-512.000024319E-3,
,,,-30.22399902,-512.000024319E-3,
,,,-30.22080040,-512.000024319E-3,
,,,-30.21759987,-512.000024319E-3,
,,,-30.21439934,-512.000024319E-3,
,,,-30.21120071,-512.000024319E-3,
,,,-30.20800018,-512.000024319E-3,
,,,-30.20479965,-512.000024319E-3,
,,,-30.20159912,-512.000024319E-3,
,,,-30.19840050,-512.000024319E-3,
,,,-30.19519997,-512.000024319E-3,
,,,-30.19199944,-512.000024319E-3,
,,,-30.18880081,-512.000024319E-3,
,,,-30.18560028,-512.000024319E-3,
,,,-30.18239975,-512.000024319E-3,
,,,-30.17919922,-512.000024319E-3,
,,,-30.17600060,-512.000024319E-3,
,,,-30.17280006,-512.000024319E-3,
,,,-30.16959953,-512.000024319E-3,
,,,-30.16639900,-512.000024319E-3,
,,,-30.16320038,-512.000024319E-3,
,,,-30.15999985,-512.000024319E-3,
,,,-30.15679932,-512.000024319E-3,
,,,-30.15360069,-512.000024319E-3,
,,,-30.15040016,-512.000024319E-3,
,,,-30.14719963,-512.000024319E-3,
,,,-30.14399910,-512.000024319E-3,
,,,-30.14080048,-512.000024319E-3,
,,,-30.13759995,-512.000024319E-3,
,,,-30.13439941,-512.000024319E-3,
,,,-30.13120079,-512.000024319E-3,
,,,-30.12800026,-512.000024319E-3,
,,,-30.12479973,-512.000024319E-3,
,,,-30.12159920,-512.000024319E-3,
,,,-30.11840057,-512.000024319E-3,
,,,-30.11520004,-512.000024319E-3,
,,,-30.11199951,-512.000024319E-3,
,,,-30.10879898,-512.000024319E-3,
,,,-30.10560036,-512.000024319E-3,
,,,-30.10239983,-512.000024319E-3,
,,,-30.09919930,-512.000024319E-3,
,,,-30.09600067,-512.000024319E-3,
,,,-30.09280014,-512.000024319E-3,
,,,-30.08959961,-512.000024319E-3,
,,,-30.08639908,-512.000024319E-3,
,,,-30.08320045,-512.000024319E-3,
,,,-30.07999992,-512.000024319E-3,
,,,-30.07679939,-512.000024319E-3,
,,,-30.07360077,-512.000024319E-3,
,,,-30.07040024,-512.000024319E-3,
,,,-30.06719971,-512.000024319E-3,
,,,-30.06399918,-512.000024319E-3,
,,,-30.06080055,-512.000024319E-3,
,,,-30.05760002,-512.000024319E-3,
,,,-30.05439949,-512.000024319E-3,
,,,-30.05119896,-512.000024319E-3,
,,,-30.04800034,-512.000024319E-3,
,,,-30.04479980,-512.000024319E-3,
,,,-30.04159927,-512.000024319E-3,
,,,-30.03840065,-512.000024319E-3,
,,,-30.03520012,-512.000024319E-3,
,,,-30.03199959,-512.000024319E-3,
,,,-30.02879906,-512.000024319E-3,
,,,-30.02560043,-512.000024319E-3,
,,,-30.02239990,-512.000024319E-3,
,,,-30.01919937,-512.000024319E-3,
,,,-30.01600075,-512.000024319E-3,
,,,-30.01280022,-512.000024319E-3,
,,,-30.00959969,-512.000024319E-3,
,,,-30.00639915,-512.000024319E-3,
,,,-30.00320053,-512.000024319E-3,
,,,-30.00000000,-512.000024319E-3,
,,,-29.99679947,-512.000024319E-3,
,,,-29.99360085,-512.000024319E-3,
,,,-29.99040031,-512.000024319E-3,
,,,-29.98719978,-512.000024319E-3,
,,,-29.98399925,-512.000024319E-3,
,,,-29.98080063,-512.000024319E-3,
,,,-29.97760010,-512.000024319E-3,
,,,-29.97439957,-512.000024319E-3,
,,,-29.97119904,-512.000024319E-3,
,,,-29.96800041,-512.000024319E-3,
,,,-29.96479988,-512.000024319E-3,
,,,-29.96159935,-512.000024319E-3,
,,,-29.95840073,-512.000024319E-3,
,,,-29.95520020,-512.000024319E-3,
,,,-29.95199966,-512.000024319E-3,
,,,-29.94879913,-512.000024319E-3,
,,,-29.94560051,-512.000024319E-3,
,,,-29.94239998,-512.000024319E-3,
,,,-29.93919945,-512.000024319E-3,
,,,-29.93600082,-512.000024319E-3,
,,,-29.93280029,-512.000024319E-3,
,,,-29.92959976,-512.000024319E-3,
,,,-29.92639923,-512.000024319E-3,
,,,-29.92320061,-512.000024319E-3,
,,,-29.92000008,-512.000024319E-3,
,,,-29.91679955,-512.000024319E-3,
,,,-29.91359901,-512.000024319E-3,
,,,-29.91040039,-512.000024319E-3,
,,,-29.90719986,-512.000024319E-3,
,,,-29.90399933,-512.000024319E-3,
,,,-29.90080070,-512.000024319E-3,
,,,-29.89760017,-512.000024319E-3,
,,,-29.89439964,-512.000024319E-3,
